country,import_leisure,import_politics,import_work,goals_parents_proud,men_political_leaders,univ_boy_girl,happiness,health,freedom,standard_of_living,trust,confidence_gov,confidence_univ,everyone_provided,corrupt,sci_tech_life,sci_not_important,age,age_3cat,highest_edu_3cat,income_3cat
DEU,very important,not very important,rather important,agree,strongly disagree,strongly disagree,rather happy,very good,5,worse off,need to be very careful,quite a lot,quite a lot,5,6,5,5,28,16-29 years,middle,medium
DEU,rather important,not very important,not very important,agree,disagree,strongly disagree,rather happy,poor,8,about the same,need to be very careful,not very much,NA,4,7,5,3,65,50 years and over,middle,low
DEU,very important,not very important,very important,agree,disagree,strongly disagree,rather happy,good,6,worse off,need to be very careful,not very much,quite a lot,6,6,8,2,37,30-49 years,middle,medium
DEU,very important,rather important,very important,strongly agree,strongly disagree,strongly disagree,rather happy,good,8,better off,need to be very careful,not very much,a great deal,1,8,8,1,65,50 years and over,middle,low
DEU,very important,rather important,very important,agree,NA,agree,very happy,fair,8,worse off,need to be very careful,not very much,quite a lot,2,3,9,1,59,50 years and over,middle,medium
DEU,very important,rather important,very important,agree,disagree,disagree,rather happy,good,5,better off,need to be very careful,none at all,NA,8,4,5,1,61,50 years and over,middle,medium
DEU,very important,not very important,very important,disagree,NA,disagree,rather happy,fair,5,better off,most people can be trusted,NA,not very much,3,7,5,8,80,50 years and over,middle,medium
DEU,rather important,rather important,very important,agree,disagree,strongly disagree,rather happy,good,10,better off,need to be very careful,quite a lot,a great deal,3,3,7,1,34,30-49 years,lower,low
DEU,rather important,not at all important,not very important,disagree,strongly disagree,strongly disagree,rather happy,poor,5,better off,most people can be trusted,not very much,NA,1,10,8,5,51,50 years and over,middle,low
DEU,rather important,not very important,very important,agree,disagree,strongly disagree,rather happy,good,8,worse off,need to be very careful,not very much,quite a lot,1,7,2,2,47,30-49 years,middle,medium
DEU,rather important,not very important,rather important,agree,strongly disagree,disagree,rather happy,good,6,better off,need to be very careful,none at all,not very much,8,8,5,1,26,16-29 years,middle,medium
EGY,very important,not at all important,very important,strongly agree,strongly agree,strongly disagree,rather happy,good,7,about the same,need to be very careful,NA,quite a lot,1,10,10,NA,57,50 years and over,lower,NA
EGY,not at all important,not at all important,very important,agree,agree,agree,not at all happy,poor,5,about the same,need to be very careful,NA,NA,4,8,5,7,40,30-49 years,lower,medium
EGY,not very important,not at all important,not at all important,strongly agree,strongly agree,strongly disagree,rather happy,fair,5,better off,most people can be trusted,NA,NA,2,8,5,2,55,50 years and over,middle,medium
EGY,not at all important,not at all important,very important,agree,agree,disagree,rather happy,fair,8,worse off,need to be very careful,NA,none at all,1,10,5,3,58,50 years and over,middle,medium
EGY,not very important,not very important,not very important,strongly agree,strongly agree,strongly disagree,rather happy,good,8,better off,need to be very careful,NA,quite a lot,1,4,8,1,59,50 years and over,middle,medium
EGY,not very important,not at all important,very important,strongly agree,strongly agree,strongly agree,not very happy,fair,5,about the same,need to be very careful,NA,NA,1,9,4,NA,38,30-49 years,middle,medium
EGY,not very important,not very important,not very important,strongly agree,strongly agree,strongly disagree,not at all happy,very poor,3,about the same,need to be very careful,NA,NA,1,10,6,7,59,50 years and over,lower,medium
EGY,not at all important,not at all important,very important,strongly agree,agree,strongly disagree,not very happy,good,9,about the same,need to be very careful,NA,NA,1,9,7,9,35,30-49 years,lower,medium
EGY,not very important,not at all important,not at all important,strongly agree,strongly agree,strongly agree,not at all happy,poor,3,about the same,most people can be trusted,NA,NA,1,NA,10,10,58,50 years and over,lower,low
EGY,not very important,not at all important,not at all important,agree,agree,strongly disagree,rather happy,fair,6,better off,need to be very careful,NA,NA,5,5,7,5,50,50 years and over,lower,medium
EGY,rather important,rather important,not very important,strongly agree,disagree,strongly disagree,rather happy,poor,7,about the same,need to be very careful,NA,NA,1,10,10,1,56,50 years and over,middle,medium
EGY,not at all important,not at all important,rather important,strongly agree,NA,strongly disagree,rather happy,fair,5,NA,need to be very careful,NA,quite a lot,1,7,10,3,18,16-29 years,lower,medium
EGY,rather important,very important,not at all important,strongly agree,agree,strongly disagree,very happy,good,8,worse off,need to be very careful,NA,not very much,1,10,10,1,28,16-29 years,high,medium
EGY,not at all important,not at all important,very important,strongly agree,strongly agree,strongly agree,not at all happy,poor,6,worse off,need to be very careful,NA,NA,1,10,10,7,23,16-29 years,lower,medium
EGY,NA,not at all important,very important,strongly agree,disagree,strongly disagree,not at all happy,very good,NA,about the same,most people can be trusted,NA,NA,1,8,10,NA,27,16-29 years,lower,medium
EGY,not very important,not very important,very important,strongly agree,strongly agree,strongly disagree,rather happy,good,8,worse off,need to be very careful,NA,not very much,5,10,10,1,35,30-49 years,high,medium
EGY,not very important,not at all important,very important,strongly agree,disagree,strongly disagree,rather happy,very poor,5,about the same,need to be very careful,NA,none at all,1,10,10,7,29,16-29 years,middle,low
EGY,rather important,rather important,rather important,agree,strongly agree,agree,rather happy,fair,9,about the same,need to be very careful,NA,NA,2,9,5,3,53,50 years and over,lower,NA
EGY,not very important,not at all important,not very important,strongly agree,strongly agree,agree,not very happy,poor,6,better off,need to be very careful,NA,NA,1,5,10,NA,40,30-49 years,lower,low
EGY,rather important,not at all important,very important,strongly agree,strongly agree,disagree,rather happy,fair,4,about the same,need to be very careful,NA,quite a lot,3,10,10,1,31,30-49 years,lower,medium
EGY,not at all important,not very important,very important,strongly agree,strongly agree,NA,not very happy,good,8,about the same,need to be very careful,NA,none at all,1,8,3,NA,35,30-49 years,middle,medium
EGY,very important,very important,very important,strongly agree,strongly agree,strongly agree,not very happy,fair,7,NA,need to be very careful,NA,quite a lot,2,9,7,2,33,30-49 years,high,medium
EGY,rather important,not very important,very important,strongly agree,disagree,disagree,rather happy,good,8,better off,need to be very careful,NA,quite a lot,5,10,9,1,30,30-49 years,high,medium
EGY,rather important,not at all important,rather important,agree,agree,agree,rather happy,fair,6,worse off,need to be very careful,NA,NA,2,NA,3,6,35,30-49 years,lower,NA
EGY,not at all important,not very important,rather important,agree,strongly agree,agree,rather happy,fair,8,about the same,most people can be trusted,NA,NA,1,7,3,8,61,50 years and over,lower,low
EGY,not very important,not very important,very important,strongly agree,disagree,disagree,not very happy,good,4,about the same,need to be very careful,NA,NA,1,6,NA,2,19,16-29 years,lower,low
EGY,rather important,not very important,very important,agree,agree,strongly disagree,rather happy,good,9,better off,need to be very careful,NA,not very much,1,6,7,3,48,30-49 years,middle,medium
EGY,very important,very important,very important,strongly agree,strongly agree,strongly agree,rather happy,good,8,about the same,need to be very careful,NA,none at all,2,10,4,5,45,30-49 years,middle,NA
EGY,not very important,not very important,rather important,strongly agree,agree,strongly disagree,rather happy,good,4,worse off,need to be very careful,NA,NA,1,5,NA,7,23,16-29 years,lower,low
EGY,not at all important,NA,very important,agree,agree,disagree,rather happy,fair,7,worse off,need to be very careful,NA,NA,5,4,NA,NA,60,50 years and over,lower,low
EGY,very important,very important,very important,strongly agree,strongly agree,strongly agree,rather happy,good,9,better off,most people can be trusted,NA,NA,3,7,7,5,35,30-49 years,middle,medium
EGY,rather important,not very important,very important,strongly agree,disagree,strongly disagree,rather happy,good,5,worse off,need to be very careful,NA,NA,1,NA,NA,NA,51,50 years and over,lower,low
EGY,not at all important,not at all important,rather important,agree,disagree,disagree,rather happy,fair,8,worse off,need to be very careful,NA,NA,2,8,NA,7,60,50 years and over,lower,low
EGY,not at all important,not at all important,very important,agree,agree,disagree,not very happy,fair,10,worse off,need to be very careful,NA,NA,1,NA,NA,5,59,50 years and over,lower,low
EGY,not at all important,not at all important,very important,agree,agree,strongly disagree,not very happy,fair,4,worse off,need to be very careful,NA,none at all,1,10,3,7,50,50 years and over,lower,medium
EGY,not at all important,not at all important,very important,agree,agree,strongly disagree,not very happy,good,5,worse off,need to be very careful,NA,NA,1,7,NA,6,41,30-49 years,middle,low
EGY,very important,rather important,very important,strongly agree,agree,agree,rather happy,good,8,about the same,need to be very careful,NA,not very much,4,7,7,3,50,50 years and over,high,medium
EGY,rather important,not at all important,very important,strongly agree,agree,agree,rather happy,good,7,about the same,need to be very careful,NA,none at all,3,7,4,3,69,50 years and over,lower,NA
